Molecule ChEMBL ID,Activity Type,Value,Units,Target ChEMBL ID,Gene Symbol,Gene Description,SMILES
CHEMBL321145,IC50,130.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",NCc1cccc(NC(=O)CN2CCCCC(NC(=O)c3ccc(-c4ccccc4)cc3)C2=O)c1
CHEMBL104064,IC50,450.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",Cc1ccc(CN)cc1NC(=O)CN1CCCCC(NC(=O)c2ccc(-c3ccccc3)cc2)C1=O
CHEMBL110307,Ki,660.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",COc1ccc2ccnc(N=C(N)N)c2c1
CHEMBL109274,Ki,130.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",Cc1ccc(-c2ccc3c(Cl)cnc(N=C(N)N)c3c2)cc1
CHEMBL432024,Ki,82.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1ncc(Cl)c2ccc(-c3ccc(C(=O)O)cc3)cc12
CHEMBL111512,Ki,9.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",COc1ccc(C(=O)O)cc1-c1ccc2c(Cl)cnc(N=C(N)N)c2c1
CHEMBL109632,Ki,9300.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1cc2ccccc2cn1
CHEMBL112786,Ki,490.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N#Cc1ccc(-c2ccc3c(Cl)cnc(NC(=N)N)c3c2)cc1
CHEMBL107872,Ki,4800.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2ccc(OCc3ccccc3)cc12
CHEMBL113532,Ki,640.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(O)c1ccc2ccnc(N=C(N)N)c2c1
CHEMBL109849,Ki,200.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",COc1ccc(-c2ccc3c(Cl)cnc(N=C(N)N)c3c2)cc1
CHEMBL113114,Ki,1000.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2ccc(C(=O)O)cc12
CHEMBL320729,Ki,83.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",COc1cccc(-c2ccc3c(Cl)cnc(N=C(N)N)c3c2)c1
CHEMBL109215,Ki,310.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1ncc(Cl)c2ccc(-c3ccccc3)cc12
CHEMBL111343,Ki,1400.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",Cc1cnc(N=C(N)N)c2ccccc12
CHEMBL110358,Ki,4930.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2c(Br)cccc12
CHEMBL324663,Ki,1300.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2ccc(CO)cc12
CHEMBL323241,Ki,400.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2ccc(-c3ccccc3)cc12
CHEMBL324861,Ki,180.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",COc1ccc(C#N)cc1-c1ccc2c(Cl)cnc(N=C(N)N)c2c1
CHEMBL107871,Ki,2340.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2cc(Br)ccc12
CHEMBL432422,Ki,100.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1ncc(Cl)c2ccc(-c3ccc4c(c3)OCO4)cc12
CHEMBL321822,Ki,1920.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2ccccc12
CHEMBL320493,Ki,100.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",COc1ccccc1-c1ccc2c(Cl)cnc(N=C(N)N)c2c1
CHEMBL323232,Ki,580.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1ncc(Br)c2ccccc12
CHEMBL322489,Ki,3620.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",COc1cccc2c(N=C(N)N)nccc12
CHEMBL325094,Ki,4800.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2c(OCc3ccccc3)cccc12
CHEMBL111452,Ki,340.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2ccc(-c3ccc4c(c3)OCO4)cc12
CHEMBL112785,Ki,300.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N#Cc1cccc(-c2ccc3c(Cl)cnc(NC(=N)N)c3c2)c1
CHEMBL111576,Ki,37.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1ncc(Cl)c2ccc(-c3cccc(C(=O)O)c3)cc12
CHEMBL321848,Ki,800.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1nccc2ccc(Br)cc12
CHEMBL326419,Ki,830.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1ncc(Cl)c2ccccc12
CHEMBL104937,Ki,631.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1
CHEMBL185345,Ki,1200.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(/C=C/c3ccccc3)ccc2c1
CHEMBL426433,Ki,1310.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C3CC3c3ccccc3)ccc2c1
CHEMBL181595,Ki,47.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(CCc3ccccc3)cc(Nc3ncccn3)c2c1
CHEMBL182309,Ki,263.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)Oc1cccc(C2CC2c2ccc3cc(C(=N)N)ccc3c2)c1
CHEMBL184844,Ki,610.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)C1=NCCc2cc(C3CC3c3ccc4cc(C(=N)N)ccc4c3)ccc21
CHEMBL184848,Ki,3183.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(CCc3ccccc3)ccc2c1
CHEMBL179941,Ki,139.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)C1=NCCc2ccc(C3CC3c3ccc4cc(C(=N)N)ccc4c3)cc21
CHEMBL182220,Ki,281.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)cc(Br)c2c1
CHEMBL360703,Ki,820.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(/C=C/c3ccccc3)cc(Br)c2c1
CHEMBL181599,Ki,622.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C3CC3c3ccccc3)cc(Br)c2c1
CHEMBL183021,Ki,65.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)C1=NCCc2ccc([C@H]3CC3c3ccc4cc(C(=N)N)ccc4c3)cc21
CHEMBL182065,Ki,380.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)C1=NCCc2ccc([C@@H]3CC3c3ccc4cc(C(=N)N)ccc4c3)cc21
CHEMBL182372,Ki,1370.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(CCc3ccccc3)cc(Br)c2c1
CHEMBL182303,Ki,50.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C3CC3c3ccc4c(c3)C(C3CCCCC3)=NCC4)ccc2c1
CHEMBL319047,Ki,91.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)cc(-c3ccoc3)c2c1
CHEMBL360195,Ki,168.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(/C=C/c3ccccc3)cc(-c3ccoc3)c2c1
CHEMBL182460,Ki,142.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C3CC3c3ccc4c(c3)C(c3ccccc3)=NCC4)ccc2c1
CHEMBL362671,Ki,293.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC1c2cc(C3CC3c3ccc4cc(C(=N)N)ccc4c3)ccc2CCN1C
CHEMBL181701,Ki,548.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CN1CCc2ccc(C3CC3c3ccc4cc(C(=N)N)ccc4c3)cc2C1C(C)(C)C
CHEMBL183613,Ki,198.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C3CC3c3ccccc3)cc(-c3ccoc3)c2c1
CHEMBL185515,Ki,47.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)C1c2cc(C3CC3c3ccc4cc(C(=N)N)ccc4c3)ccc2CCN1C
CHEMBL182546,Ki,731.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(CCc3ccccc3)cc(-c3ccoc3)c2c1
CHEMBL104505,Ki,200.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)cc(Nc3ncccn3)c2c1
CHEMBL182547,Ki,28.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CN1CCc2ccc(C3CC3c3ccc4cc(C(=N)N)ccc4c3)cc2C1C1CCCCC1
CHEMBL362600,Ki,10.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(/C=C/c3ccccc3)cc(Nc3ncccn3)c2c1
CHEMBL182959,Ki,5.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1ccc2cc(C3CC3c3ccccc3)cc(Nc3ncccn3)c2c1
CHEMBL379807,IC50,532.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1ccc(C(NC(=O)OCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1.O=C(O)C(F)(F)F
CHEMBL379814,IC50,53.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CS(=O)(=O)c1ccc(OP(=O)(Oc2ccc(S(C)(=O)=O)cc2)C(NC(=O)OCc2ccccc2)c2ccc(NC(=N)N)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL378782,IC50,455.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)Nc1ccc(C(NC(=O)OCc2ccccc2)P(=O)(Oc2ccc3ccccc3c2)Oc2ccc3ccccc3c2)cc1.O=C(O)C(F)(F)F
CHEMBL378976,IC50,26.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CSc1ccc(OP(=O)(Oc2ccc(SC)cc2)C(NC(=O)OCc2ccccc2)c2ccc(NC(=N)N)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL208574,IC50,2600.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",COc1ccc(OP(=O)(Oc2ccc(OC)cc2)C(NC(=O)OCc2ccccc2)c2ccc(NC(=N)N)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL378778,IC50,204.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)(C)CC(C)(C)c1ccc(OP(=O)(Oc2ccc(C(C)(C)CC(C)(C)C)cc2)C(NC(=O)OCc2ccccc2)c2ccc(NC(=N)N)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL377857,IC50,98.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)(C)c1ccc(OP(=O)(Oc2ccc(C(C)(C)C)cc2)C(NC(=O)OCc2ccccc2)c2ccc(NC(=N)N)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL378396,IC50,208.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1ccc(OP(=O)(Oc2ccc(C(C)C)cc2)C(NC(=O)OCc2ccccc2)c2ccc(NC(=N)N)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL208575,IC50,7800.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CCc1ccc(OP(=O)(Oc2ccc(CC)cc2)C(NC(=O)OCc2ccccc2)c2ccc(NC(=N)N)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL209091,IC50,370.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",Cc1ccc(OP(=O)(Oc2ccc(C)cc2)C(NC(=O)OCc2ccccc2)c2ccc(NC(=N)N)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL379068,Ki,1800.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(CCCN=C(N)N)CC2)c1
CHEMBL437307,Ki,1500.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(CCCN)CC2)c1
CHEMBL212014,Ki,8000.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCCN)c2)C(=O)N2CCC(CCN)CC2)c1
CHEMBL379194,Ki,3600.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(CCN)CC2)c1
CHEMBL378657,Ki,1700.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1
CHEMBL378192,Ki,1200.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC(=O)Nc1cccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(CCNC(=N)N)CC2)c1
CHEMBL211401,Ki,820.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc(NC(=O)CCN)cc2)C(=O)N2CCC(CCN)CC2)c1
CHEMBL380221,Ki,600.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC(=O)Nc1ccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(CCNC(=N)N)CC2)cc1
CHEMBL380220,Ki,3600.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(Cc3ccncc3)cc2)CC1
CHEMBL378643,Ki,3400.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(Oc3ccccc3)nc2)CC1
CHEMBL209794,Ki,2300.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)CC1
CHEMBL379357,Ki,1300.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(C3CCN(C(=N)N)CC3)CC2)c1
CHEMBL210189,Ki,2200.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(C3CCNCC3)CC2)c1
CHEMBL211659,Ki,2100.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1
CHEMBL210815,Ki,2100.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(CCCN)CC2)c1
CHEMBL377627,Ki,320.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(CCN=C(N)N)CC2)c(C(C)C)c1
CHEMBL378830,Ki,1900.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(C3CCCCC3)cc2)CC1
CHEMBL210771,Ki,1300.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1
CHEMBL212310,Ki,2300.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc3ccccc23)CC1
CHEMBL211939,Ki,2300.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(CCN)CC2)c1
CHEMBL211209,Ki,8200.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc(C3CCCCC3)cc2)C(=O)N2CCN(C(=N)N)CC2)c1
CHEMBL209586,Ki,6600.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc(C3CCCCC3)cc2)C(=O)N2CCNCC2)c1
CHEMBL211754,Ki,1600.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=N)N)CC2)c(C(C)C)c1
CHEMBL212538,Ki,870.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCNCC2)c(C(C)C)c1
CHEMBL3706846,Ki,3600.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCNC(=O)C1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3c(c2)C(=O)c2ccccc2C3=O)CC1
CHEMBL3706845,Ki,7700.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3c(c2)C(=O)c2ccccc2C3=O)C(=O)N2CCC(C(=O)NCCN)CC2)c1
CHEMBL377763,Ki,1200.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(C(=O)NCCN)CC2)c(C(C)C)c1
CHEMBL107955,Ki,410.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1
CHEMBL438959,Ki,4600.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCCN(C(=O)C3CCN(C(=N)N)CC3)CC2)c(C(C)C)c1
CHEMBL208586,Ki,2500.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCCN(C(=O)C3CCNCC3)CC2)c(C(C)C)c1
CHEMBL379586,Ki,1100.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)C3CCN(C(=N)N)CC3)CC2)c(C(C)C)c1
CHEMBL379186,Ki,1200.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)C3CCNCC3)CC2)c(C(C)C)c1
CHEMBL379958,Ki,4000.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1
CHEMBL212271,Ki,6900.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1
CHEMBL212031,Ki,620.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(C(=O)NCCN=C(N)N)CC2)c(C(C)C)c1
CHEMBL379075,Ki,6100.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3cc4ccccc4cc3c2)CC1
CHEMBL209963,Ki,1200.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCCN(C(=O)CCN)CC2)c(C(C)C)c1
CHEMBL209910,Ki,810.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCCN(C(=O)CCN=C(N)N)CC2)c(C(C)C)c1
CHEMBL209841,Ki,8900.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)NC(Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CN)CC2)c(C(C)C)c1
CHEMBL210386,Ki,1500.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)NC(Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CN=C(N)N)CC2)c(C(C)C)c1
CHEMBL379960,Ki,1100.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CCCN)CC2)c(C(C)C)c1
CHEMBL212209,Ki,260.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CCCN=C(N)N)CC2)c(C(C)C)c1
CHEMBL212616,Ki,640.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CCN)CC2)c(C(C)C)c1
CHEMBL210244,Ki,820.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CCN=C(N)N)CC2)c(C(C)C)c1
CHEMBL311067,IC50,61.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",C[C@H](NC(=O)[C@@H](CO)NC(=O)OCc1ccccc1)C(=O)NC(CCCN=C(N)N)P(=O)(Oc1ccccc1)Oc1ccccc1
CHEMBL214539,IC50,6.7,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C(Cc2ccc(NC(=N)N)cc2)NC(=O)[C@H](C)NC(=O)[C@@H](CO)NC(=O)OCc2ccccc2)cc1
CHEMBL189823,IC50,6.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",Cc1cccc(C)c1C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1
CHEMBL405546,IC50,5.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",Cc1ccccc1C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1
CHEMBL384263,IC50,4.4,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",Cc1cccc(C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc2ccc(NC(=N)N)cc2)P(=O)(Oc2ccccc2)Oc2ccccc2)c1
CHEMBL404226,IC50,7.0,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",Cc1ccc(C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc2ccc(NC(=N)N)cc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1
CHEMBL215961,IC50,6.2,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)c1ccc(C#N)cc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1
CHEMBL386249,IC50,6.6,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)c1ccc(Br)cc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1
CHEMBL386275,IC50,5.8,nM,CHEMBL3286,PLAU,"Plasminogen Activator, Urokinase",COc1ccc(S(=O)(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc2ccc(NC(=N)N)cc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1
